posted to 10 on 102398 returned on 102698 3
posted to 02 on 102398 returned on 102798 4
posted to 11 on 101998 returned on 102798 8
posted to 06 on 102898 returned on 103098 2
posted to 11 on 102898 returned on 103098 2
posted to 14 on 101498 returned on 103098 16
posted to 02 on 102898 returned on 103098 2
posted to 08 on 103098 returned on 103098 0
posted to 06 on 103098 returned on 103098 0
posted to 22 on 103098 returned on 110298 3
posted to 02 on 103098 returned on 110298 3
posted to 02 on 110398 returned on 110398 0
posted to 13 on 110998 returned on 110998 0
posted to 20 on 082598 returned on 111198 78
posted to 08 on 110998 returned on 111798 8
posted to 01 on 111698 returned on 111798 1
posted to 07 on 111798 returned on 111898 1
posted to 01 on 111798 returned on 112098 3
posted to 10 on 101398 returned on 112098 38
posted to 19 on 111698 returned on 112098 4
posted to 09 on 112098 returned on 112398 3
posted to 02 on 111698 returned on 112398 7
posted to 07 on 112498 returned on 112498 0
posted to 08 on 112498 returned on 112498 0
posted to 09 on 112498 returned on 112598 1
posted to 10 on 112498 returned on 112598 1
posted to 19 on 112498 returned on 120198 7
posted to 02 on 112098 returned on 120198 11
posted to 22 on 112598 returned on 120298 7
posted to 02 on 112598 returned on 120298 7
posted to 01 on 112498 returned on 120498 10
posted to 02 on 120498 returned on 120498 0
posted to 13 on 120498 returned on 120798 3
posted to 06 on 120898 returned on 120998 1
posted to 01 on 120498 returned on 121198 7
posted to 16 on 121498 returned on 121598 1
posted to 22 on 121498 returned on 121698 2
posted to 16 on 121698 returned on 121698 0
posted to 07 on 121698 returned on 121698 0
posted to 07 on 121498 returned on 121698 2
posted to 06 on 121698 returned on 121698 0
posted to tve on 121498 returned on 121898 4
posted to 02 on 121898 returned on 123098 12
posted to 02 on 123098 returned on 123098 0
posted to 07 on 122898 returned on 010499 7
posted to 02 on 122898 returned on 010499 7
posted to 06 on 082098 returned on 010499 137
posted to 06 on 123098 returned on 010599 6
posted to 15 on 122898 returned on 010699 9
posted to 02 on 010699 returned on 010699 0
posted to 01 on 122898 returned on 010899 11
posted to 08 on 120498 returned on 010899 35
posted to 08 on 011199 returned on 011199 0
posted to 02 on 011199 returned on 011199 0
posted to 06 on 011199 returned on 011199 0
posted to 16 on 011299 returned on 011299 0
posted to 20 on 112498 returned on 011399 50
posted to 18 on 122898 returned on 011399 16
posted to 01 on 011399 returned on 011499 1
posted to 02 on 011599 returned on 011599 0
posted to 11 on 012199 returned on 012199 0
posted to 09 on 012199 returned on 012299 1
posted to 18 on 012199 returned on 012299 1
posted to 16 on 012199 returned on 012599 4
posted to 09 on 012699 returned on 012699 0
posted to 06 on 012699 returned on 012799 1
posted to 03 on 122898 returned on 012999 32
posted to 08 on 012199 returned on 012999 8
posted to 10 on 012999 returned on 020299 4
posted to 02 on 020399 returned on 020399 0
posted to 10 on 011199 returned on 020499 24
posted to 21 on 122898 returned on 020899 42
posted to 10 on 121898 returned on 020899 52
posted to 07 on 020599 returned on 020899 3
posted to 10 on 020599 returned on 020899 3
posted to 06 on 020399 returned on 020899 5
posted to 02 on 020599 returned on 020899 3
posted to 16 on 020899 returned on 021099 2
posted to 08 on 012999 returned on 021099 12
posted to 11 on 021099 returned on 021099 0
posted to 11 on 020599 returned on 021299 7
posted to 02 on 022299 returned on 022299 0
posted to 16 on 022299 returned on 022399 1
posted to 02 on 022499 returned on 022699 2
posted to 18 on 022499 returned on 030199 5
posted to 10 on 022299 returned on 030199 7
posted to 11 on 022499 returned on 030299 6
posted to tve on 122898 returned on 030499 66
posted to 06 on 030499 returned on 030599 1
posted to 22 on 030499 returned on 030599 1
posted to 21 on 030499 returned on 030599 1
posted to 22 on 091898 returned on 030899 171
posted to 22 on 121698 returned on 030899 82
posted to 01 on 030499 returned on 030899 4
posted to 18 on 030499 returned on 030899 4
posted to 13 on 030899 returned on 030999 1
posted to 18 on 030899 returned on 031099 2
posted to 16 on 031099 returned on 031199 1
posted to 10 on 031099 returned on 031599 5
posted to tve on 031099 returned on 031599 5
posted to 01 on 031599 returned on 031599 0
posted to 06 on 031599 returned on 031699 1
posted to 11 on 031599 returned on 031799 2
posted to 06 on 031699 returned on 031799 1
posted to 02 on 031599 returned on 031899 3
posted to 11 on 031699 returned on 031999 3
posted to 22 on 031899 returned on 032299 4
posted to 06 on 032299 returned on 032299 0
posted to tve on 031599 returned on 032299 7
posted to 18 on 032299 returned on 032399 1
posted to 02 on 032599 returned on 032699 1
posted to 13 on 032599 returned on 032699 1
posted to 17 on 082598 returned on 032699 213
posted to 02 on 032699 returned on 032699 0
posted to 13 on 032999 returned on 032999 0
posted to 07 on 032999 returned on 032999 0
posted to 22 on 032699 returned on 032999 3
posted to 11 on 032999 returned on 033099 1
posted to rc on 033099 returned on 033099 0
posted to 15 on 033099 returned on 033099 0
posted to 08 on 032999 returned on 033199 2
posted to 18 on 020899 returned on 033199 51
posted to 18 on 062398 returned on 040199 282
posted to 18 on 081798 returned on 040299 228
posted to 13 on 033099 returned on 040299 3
