Mon Sep 27 15:14:19 EDT 1999    35495
Mon Sep 27 15:14:24 EDT 1999    21186
Mon Sep 27 15:14:29 EDT 1999     4775
Mon Sep 27 15:14:34 EDT 1999    21966
Mon Sep 27 15:14:39 EDT 1999    38331
Mon Sep 27 15:14:44 EDT 1999    40107
Mon Sep 27 15:25:38 EDT 1999    28704
Mon Sep 27 15:25:40 EDT 1999    48654
Mon Sep 27 15:25:45 EDT 1999    42392
Mon Sep 27 15:25:49 EDT 1999    43112
Mon Sep 27 15:25:53 EDT 1999    34965
Mon Sep 27 15:25:57 EDT 1999    10222
Mon Sep 27 15:26:03 EDT 1999    14243
Mon Sep 27 15:26:08 EDT 1999    48286
Mon Sep 27 15:26:12 EDT 1999    20612
Mon Sep 27 15:26:17 EDT 1999    49962
Mon Sep 27 15:26:22 EDT 1999    21578
Mon Sep 27 15:26:28 EDT 1999    13468
Mon Sep 27 16:16:03 EDT 1999    10544
Mon Sep 27 16:16:09 EDT 1999    21003
Mon Sep 27 16:16:13 EDT 1999     1267
Mon Sep 27 16:16:18 EDT 1999    32951
Mon Sep 27 16:16:23 EDT 1999    13202
Mon Sep 27 16:16:29 EDT 1999    11487
Mon Sep 27 16:16:34 EDT 1999    42955
Mon Sep 27 16:16:39 EDT 1999    26653
Mon Sep 27 16:16:45 EDT 1999     6658
Mon Sep 27 16:16:51 EDT 1999    30177
Mon Sep 27 16:16:56 EDT 1999    11608
Mon Sep 27 16:28:02 EDT 1999    26475
Mon Sep 27 16:30:24 EDT 1999    15990
Mon Sep 27 16:30:26 EDT 1999    44705
Mon Sep 27 16:30:31 EDT 1999     7471
Mon Sep 27 16:30:35 EDT 1999    39489
Mon Sep 27 16:30:40 EDT 1999    17925
Mon Sep 27 16:30:44 EDT 1999    39653
Mon Sep 27 16:30:50 EDT 1999    36863
Mon Sep 27 16:30:55 EDT 1999    42694
Mon Sep 27 16:31:00 EDT 1999    33650
Mon Sep 27 16:31:05 EDT 1999    36637
Mon Sep 27 16:31:10 EDT 1999    42247
Mon Sep 27 16:31:15 EDT 1999    38987
Mon Sep 27 16:47:19 EDT 1999    45747
Mon Sep 27 16:47:21 EDT 1999    43596
Mon Sep 27 16:47:26 EDT 1999    15012
Mon Sep 27 16:47:30 EDT 1999    29055
Mon Sep 27 16:47:34 EDT 1999      194
Mon Sep 27 16:47:39 EDT 1999    25457
Mon Sep 27 16:47:44 EDT 1999    39427
Mon Sep 27 16:47:49 EDT 1999    28880
Mon Sep 27 16:47:54 EDT 1999    29357
Mon Sep 27 16:47:59 EDT 1999    13388
Mon Sep 27 16:48:04 EDT 1999    41154
Mon Sep 27 16:48:09 EDT 1999    37518
Mon Sep 27 17:16:18 EDT 1999     6909
Mon Sep 27 17:16:23 EDT 1999    44810
Mon Sep 27 17:16:27 EDT 1999    38813
Mon Sep 27 17:16:32 EDT 1999    34889
Mon Sep 27 17:35:00 EDT 1999    20635
Mon Sep 27 17:35:05 EDT 1999     1338
Mon Sep 27 17:35:09 EDT 1999    22002
Mon Sep 27 19:12:25 EDT 1999    14199
Tue Sep 28 09:04:07 EDT 1999    24029
Tue Sep 28 09:30:42 EDT 1999    36903
Tue Sep 28 09:30:44 EDT 1999     4221
Tue Sep 28 09:30:49 EDT 1999    28751
Tue Sep 28 09:30:53 EDT 1999     2651
Tue Sep 28 09:30:58 EDT 1999    13141
Tue Sep 28 09:31:02 EDT 1999    24131
Tue Sep 28 09:31:08 EDT 1999     7772
Tue Sep 28 09:31:13 EDT 1999    16163
Tue Sep 28 09:31:17 EDT 1999    34349
Tue Sep 28 09:31:22 EDT 1999    43603
Tue Sep 28 09:31:27 EDT 1999    20991
Tue Sep 28 09:31:32 EDT 1999     1978
Tue Sep 28 10:28:32 EDT 1999    49092
Tue Sep 28 10:28:35 EDT 1999    15963
Tue Sep 28 10:28:39 EDT 1999    46620
Tue Sep 28 10:28:43 EDT 1999     1482
Tue Sep 28 10:28:47 EDT 1999    10736
Tue Sep 28 10:28:52 EDT 1999    22910
Tue Sep 28 10:28:57 EDT 1999    22446
Tue Sep 28 10:29:02 EDT 1999    44742
Tue Sep 28 10:29:07 EDT 1999    14039
Tue Sep 28 10:29:12 EDT 1999     3510
Tue Sep 28 10:29:17 EDT 1999    34724
Tue Sep 28 10:29:22 EDT 1999     4643
Tue Sep 28 11:26:22 EDT 1999    49986
Tue Sep 28 11:26:27 EDT 1999    23717
Tue Sep 28 11:26:32 EDT 1999    24535
Tue Sep 28 11:26:37 EDT 1999     6423
Tue Sep 28 11:26:42 EDT 1999    46107
Tue Sep 28 11:26:46 EDT 1999     9868
Tue Sep 28 11:26:51 EDT 1999    16323
Tue Sep 28 11:26:56 EDT 1999     3475
Tue Sep 28 11:27:00 EDT 1999    34414
Tue Sep 28 11:27:05 EDT 1999    44580
Tue Sep 28 11:27:09 EDT 1999    48288
Tue Sep 28 11:27:14 EDT 1999     5426
Tue Sep 28 11:27:19 EDT 1999    14153
Tue Sep 28 11:27:23 EDT 1999    48465
Tue Sep 28 11:27:28 EDT 1999     9307
Tue Sep 28 11:27:33 EDT 1999    19398
Tue Sep 28 11:27:37 EDT 1999     1587
Tue Sep 28 11:27:42 EDT 1999    46158
Tue Sep 28 11:27:47 EDT 1999    12113
Tue Sep 28 11:27:51 EDT 1999    40367
Tue Sep 28 11:27:56 EDT 1999    33972
Tue Sep 28 13:33:11 EDT 1999    40034
Tue Sep 28 13:33:16 EDT 1999     7361
Tue Sep 28 13:33:20 EDT 1999     1611
Tue Sep 28 14:55:04 EDT 1999    19901
Tue Sep 28 14:55:09 EDT 1999    40086
Tue Sep 28 14:55:14 EDT 1999    18326
Tue Sep 28 15:05:37 EDT 1999    21134
Tue Sep 28 15:05:42 EDT 1999     3261
Tue Sep 28 15:05:47 EDT 1999    23383
Tue Sep 28 15:07:37 EDT 1999      873
Tue Sep 28 15:07:39 EDT 1999     5025
Tue Sep 28 15:07:44 EDT 1999    32911
Tue Sep 28 15:07:49 EDT 1999    21580
Tue Sep 28 15:07:53 EDT 1999     8423
Tue Sep 28 15:07:57 EDT 1999    43699
Tue Sep 28 15:08:03 EDT 1999     5336
Tue Sep 28 15:08:08 EDT 1999     9864
Tue Sep 28 15:08:12 EDT 1999    16576
Tue Sep 28 15:08:18 EDT 1999    11933
Tue Sep 28 15:08:23 EDT 1999    22428
Tue Sep 28 15:08:27 EDT 1999    45817
Tue Sep 28 15:37:07 EDT 1999    37098
Tue Sep 28 15:37:10 EDT 1999     8660
Tue Sep 28 15:37:14 EDT 1999    31588
Tue Sep 28 15:37:19 EDT 1999    31625
Tue Sep 28 15:37:23 EDT 1999    25945
Tue Sep 28 15:37:28 EDT 1999    47443
Tue Sep 28 15:37:33 EDT 1999    40347
Tue Sep 28 15:37:38 EDT 1999    48042
Tue Sep 28 15:37:43 EDT 1999    15023
Tue Sep 28 15:37:48 EDT 1999    33557
Tue Sep 28 15:37:54 EDT 1999    22686
Tue Sep 28 15:37:58 EDT 1999    33601
Tue Sep 28 15:49:20 EDT 1999    22353
Tue Sep 28 15:49:22 EDT 1999    38659
Tue Sep 28 15:49:26 EDT 1999     9235
Tue Sep 28 15:49:31 EDT 1999     7440
Tue Sep 28 15:49:35 EDT 1999    20367
Tue Sep 28 15:49:39 EDT 1999     8919
Tue Sep 28 15:49:44 EDT 1999    28555
Tue Sep 28 15:49:49 EDT 1999     9256
Tue Sep 28 15:49:54 EDT 1999    16961
Tue Sep 28 15:49:59 EDT 1999    17614
Tue Sep 28 15:50:03 EDT 1999    41673
Tue Sep 28 15:50:09 EDT 1999     4753
Tue Sep 28 15:50:14 EDT 1999    29070
Tue Sep 28 15:50:18 EDT 1999    48074
Tue Sep 28 15:50:23 EDT 1999    37074
Tue Sep 28 15:50:27 EDT 1999    30079
Tue Sep 28 15:50:32 EDT 1999     3372
Tue Sep 28 15:50:36 EDT 1999    17945
Tue Sep 28 15:50:41 EDT 1999    28327
Tue Sep 28 15:51:53 EDT 1999    23647
Tue Sep 28 15:51:58 EDT 1999    13874
Tue Sep 28 15:52:03 EDT 1999    30700
Tue Sep 28 15:52:07 EDT 1999    21537
Tue Sep 28 15:52:12 EDT 1999    18815
Tue Sep 28 15:52:16 EDT 1999    41028
Tue Sep 28 15:52:22 EDT 1999    15322
Tue Sep 28 15:52:27 EDT 1999    44803
Tue Sep 28 15:52:31 EDT 1999    45828
Tue Sep 28 15:52:37 EDT 1999    12082
Tue Sep 28 16:20:15 EDT 1999    40130
Tue Sep 28 16:25:21 EDT 1999     6876
Tue Sep 28 16:25:25 EDT 1999    16472
Tue Sep 28 16:25:30 EDT 1999     7355
Tue Sep 28 16:25:35 EDT 1999    11632
Tue Sep 28 16:25:40 EDT 1999    27216
Tue Sep 28 16:25:44 EDT 1999    39908
Tue Sep 28 16:25:50 EDT 1999    12096
Tue Sep 28 16:25:55 EDT 1999    44411
Tue Sep 28 16:26:00 EDT 1999     4605
Tue Sep 28 16:26:05 EDT 1999    43052
Tue Sep 28 16:26:10 EDT 1999    18668
Tue Sep 28 16:26:15 EDT 1999    12903
Tue Sep 28 16:26:19 EDT 1999    16538
Tue Sep 28 16:26:24 EDT 1999    44026
Tue Sep 28 16:26:28 EDT 1999     8681
Tue Sep 28 16:26:33 EDT 1999    21099
Tue Sep 28 16:26:38 EDT 1999    16547
Tue Sep 28 16:27:16 EDT 1999     2045
Tue Sep 28 17:01:58 EDT 1999    19816
Tue Sep 28 17:02:03 EDT 1999      992
Tue Sep 28 17:02:08 EDT 1999    21679
Tue Sep 28 17:02:12 EDT 1999    42216
Tue Sep 28 17:02:17 EDT 1999    26991
Tue Sep 28 17:02:22 EDT 1999    25829
Tue Sep 28 17:02:32 EDT 1999     7282
Tue Sep 28 17:02:36 EDT 1999    28678
Tue Sep 28 17:02:42 EDT 1999    42576
Tue Sep 28 17:02:47 EDT 1999    49005
Tue Sep 28 17:02:52 EDT 1999     1318
Tue Sep 28 17:02:56 EDT 1999    34519
Tue Sep 28 17:03:01 EDT 1999    15342
Tue Sep 28 17:03:05 EDT 1999     4604
Tue Sep 28 17:03:11 EDT 1999    45366
Tue Sep 28 17:03:15 EDT 1999    31901
Tue Sep 28 20:38:09 EDT 1999    32812
Wed Sep 29 11:37:33 EDT 1999    30482
Wed Sep 29 11:37:38 EDT 1999    14502
Wed Sep 29 11:37:42 EDT 1999      850
Wed Sep 29 11:37:47 EDT 1999     6738
Wed Sep 29 11:37:51 EDT 1999    49860
Wed Sep 29 11:37:57 EDT 1999    13285
Wed Sep 29 11:38:02 EDT 1999    30128
Wed Sep 29 11:38:06 EDT 1999    46362
Wed Sep 29 11:38:12 EDT 1999    22329
Wed Sep 29 11:38:17 EDT 1999    39969
Wed Sep 29 11:38:22 EDT 1999     8623
Wed Sep 29 13:30:57 EDT 1999    49147
Wed Sep 29 13:31:02 EDT 1999      261
Wed Sep 29 13:31:06 EDT 1999    36180
Wed Sep 29 14:20:09 EDT 1999    30732
Wed Sep 29 14:20:19 EDT 1999    13695
Wed Sep 29 14:20:23 EDT 1999     1491
Wed Sep 29 14:36:21 EDT 1999    14237
Wed Sep 29 14:53:21 EDT 1999    14110
Wed Sep 29 14:53:26 EDT 1999     4511
Wed Sep 29 14:53:30 EDT 1999    34271
Wed Sep 29 14:53:34 EDT 1999    29287
Wed Sep 29 14:53:39 EDT 1999     3290
Wed Sep 29 14:53:44 EDT 1999    23304
Wed Sep 29 14:53:49 EDT 1999    35391
Wed Sep 29 14:53:54 EDT 1999    38449
Wed Sep 29 14:53:58 EDT 1999     7562
Wed Sep 29 14:54:03 EDT 1999    16533
Wed Sep 29 14:54:08 EDT 1999     7436
Wed Sep 29 14:58:53 EDT 1999    14165
Wed Sep 29 14:58:55 EDT 1999    46573
Wed Sep 29 14:59:00 EDT 1999    23859
Wed Sep 29 14:59:04 EDT 1999    16094
Wed Sep 29 14:59:09 EDT 1999     3943
Wed Sep 29 14:59:14 EDT 1999     2075
Wed Sep 29 14:59:19 EDT 1999    47201
Wed Sep 29 14:59:25 EDT 1999    33457
Wed Sep 29 14:59:30 EDT 1999     3653
Wed Sep 29 14:59:35 EDT 1999    49280
Wed Sep 29 14:59:40 EDT 1999    45100
Wed Sep 29 14:59:45 EDT 1999    38260
Wed Sep 29 14:59:50 EDT 1999    36607
Wed Sep 29 14:59:55 EDT 1999    16208
Wed Sep 29 14:59:59 EDT 1999    32047
Wed Sep 29 15:00:01 EDT 1999     8986
Wed Sep 29 15:00:07 EDT 1999     5574
Wed Sep 29 15:00:11 EDT 1999    44545
Wed Sep 29 15:01:32 EDT 1999    37490
Wed Sep 29 15:01:35 EDT 1999    20798
Wed Sep 29 15:01:39 EDT 1999     9946
Wed Sep 29 15:01:44 EDT 1999      351
Wed Sep 29 15:01:48 EDT 1999     4187
Wed Sep 29 15:01:52 EDT 1999    32185
Wed Sep 29 15:01:58 EDT 1999    45206
Wed Sep 29 15:02:03 EDT 1999     8167
Wed Sep 29 15:02:07 EDT 1999    30613
Wed Sep 29 15:02:13 EDT 1999    22318
Wed Sep 29 15:02:18 EDT 1999    26931
Wed Sep 29 15:02:23 EDT 1999     6841
Wed Sep 29 16:02:48 EDT 1999    37085
Wed Sep 29 16:02:52 EDT 1999    15021
Wed Sep 29 17:13:24 EDT 1999     6481
Wed Sep 29 17:13:26 EDT 1999      610
Wed Sep 29 17:13:31 EDT 1999    10318
Wed Sep 29 17:13:36 EDT 1999      293
Wed Sep 29 17:13:40 EDT 1999    20577
Wed Sep 29 17:13:45 EDT 1999     3824
Wed Sep 29 17:13:50 EDT 1999     6076
Wed Sep 29 17:13:55 EDT 1999    39335
Wed Sep 29 17:14:00 EDT 1999    41960
Wed Sep 29 17:14:05 EDT 1999     2742
Wed Sep 29 17:14:10 EDT 1999    14624
Wed Sep 29 17:14:15 EDT 1999    14003
Wed Sep 29 17:14:20 EDT 1999    23290
Wed Sep 29 17:14:24 EDT 1999    32885
Wed Sep 29 17:14:29 EDT 1999    18650
Wed Sep 29 17:14:34 EDT 1999     6638
Wed Sep 29 17:14:39 EDT 1999     1531
Wed Sep 29 17:14:43 EDT 1999    45326
Wed Sep 29 17:33:45 EDT 1999    48367
Wed Sep 29 18:22:36 EDT 1999    21204
Wed Sep 29 18:22:40 EDT 1999     4935
Wed Sep 29 18:22:45 EDT 1999    10402
Thu Sep 30 07:40:04 EDT 1999    13459
Thu Sep 30 07:40:09 EDT 1999    31668
Thu Sep 30 07:40:14 EDT 1999    29881
Thu Sep 30 07:40:18 EDT 1999    32261
Thu Sep 30 10:19:55 EDT 1999    16587
Thu Sep 30 10:19:57 EDT 1999    18564
Thu Sep 30 10:20:39 EDT 1999    29693
Thu Sep 30 10:20:43 EDT 1999    22672
Thu Sep 30 10:20:48 EDT 1999    28104
Thu Sep 30 10:20:52 EDT 1999    29690
Thu Sep 30 10:20:58 EDT 1999    32698
Thu Sep 30 10:21:03 EDT 1999     7579
Thu Sep 30 10:21:07 EDT 1999    26699
Thu Sep 30 10:21:12 EDT 1999    25840
Thu Sep 30 10:21:17 EDT 1999    31628
Thu Sep 30 10:21:22 EDT 1999    14776
Thu Sep 30 11:56:12 EDT 1999    35652
Thu Sep 30 11:56:17 EDT 1999    47559
Thu Sep 30 11:56:22 EDT 1999    11635
Thu Sep 30 11:56:26 EDT 1999    16189
Thu Sep 30 11:56:31 EDT 1999     9368
Thu Sep 30 11:56:36 EDT 1999    13807
Thu Sep 30 11:56:41 EDT 1999     9035
Thu Sep 30 11:56:45 EDT 1999    23188
Thu Sep 30 11:56:51 EDT 1999    49910
Thu Sep 30 11:56:56 EDT 1999    38517
Thu Sep 30 11:57:01 EDT 1999    18026
Thu Sep 30 13:18:19 EDT 1999     8356
Thu Sep 30 13:18:24 EDT 1999     8174
Thu Sep 30 13:18:29 EDT 1999    25941
Thu Sep 30 13:18:33 EDT 1999    37526
Thu Sep 30 13:18:38 EDT 1999     2158
Thu Sep 30 13:18:43 EDT 1999    49454
Thu Sep 30 13:21:48 EDT 1999    30755
Thu Sep 30 13:21:51 EDT 1999    25340
Thu Sep 30 13:21:55 EDT 1999    37960
Thu Sep 30 13:22:00 EDT 1999    38005
Thu Sep 30 13:22:04 EDT 1999    43846
Thu Sep 30 13:22:09 EDT 1999     1849
Thu Sep 30 13:22:13 EDT 1999    43817
Thu Sep 30 13:22:18 EDT 1999    20389
Thu Sep 30 13:22:23 EDT 1999    39711
Thu Sep 30 13:22:28 EDT 1999    20391
Thu Sep 30 13:22:34 EDT 1999     4477
Thu Sep 30 13:22:39 EDT 1999    12197
Thu Sep 30 13:22:43 EDT 1999    46432
Thu Sep 30 13:22:47 EDT 1999    46507
Thu Sep 30 13:22:52 EDT 1999    42045
Thu Sep 30 13:22:57 EDT 1999    17893
Thu Sep 30 13:23:02 EDT 1999    24128
Thu Sep 30 13:23:06 EDT 1999    13306
Thu Sep 30 13:43:41 EDT 1999    38725
Thu Sep 30 13:43:46 EDT 1999    38450
Thu Sep 30 13:43:50 EDT 1999    12851
Thu Sep 30 13:43:55 EDT 1999    45056
Thu Sep 30 13:43:59 EDT 1999       95
Thu Sep 30 13:44:27 EDT 1999    46469
Thu Sep 30 13:44:31 EDT 1999    35859
Thu Sep 30 13:44:36 EDT 1999    16233
Thu Sep 30 13:44:40 EDT 1999    32356
Thu Sep 30 13:44:45 EDT 1999    33459
Thu Sep 30 13:44:49 EDT 1999    19173
Thu Sep 30 13:44:54 EDT 1999    38218
Thu Sep 30 14:18:56 EDT 1999    31956
Thu Sep 30 14:18:58 EDT 1999     8980
Thu Sep 30 14:19:03 EDT 1999    13417
Thu Sep 30 14:19:07 EDT 1999    40800
Thu Sep 30 14:19:12 EDT 1999    11095
Thu Sep 30 14:19:17 EDT 1999     6325
Thu Sep 30 14:19:21 EDT 1999    28811
Thu Sep 30 14:19:27 EDT 1999    40706
Thu Sep 30 14:19:32 EDT 1999     7466
Thu Sep 30 14:19:36 EDT 1999    24427
Thu Sep 30 14:19:42 EDT 1999    19291
Thu Sep 30 14:19:47 EDT 1999    14324
Thu Sep 30 14:19:52 EDT 1999     1741
Thu Sep 30 14:19:57 EDT 1999    10698
Thu Sep 30 14:20:01 EDT 1999    26707
Thu Sep 30 14:20:06 EDT 1999    16811
Thu Sep 30 14:20:11 EDT 1999    41189
Thu Sep 30 14:20:15 EDT 1999    14458
Thu Sep 30 14:20:24 EDT 1999    20986
Thu Sep 30 14:22:48 EDT 1999    14780
Thu Sep 30 14:22:50 EDT 1999    42900
Thu Sep 30 14:22:55 EDT 1999    15673
Thu Sep 30 14:23:00 EDT 1999    47261
Thu Sep 30 14:23:04 EDT 1999    24743
Thu Sep 30 14:23:09 EDT 1999    25022
Thu Sep 30 14:23:14 EDT 1999     8655
Thu Sep 30 14:23:19 EDT 1999    15839
Thu Sep 30 14:23:24 EDT 1999    24506
Thu Sep 30 14:23:29 EDT 1999    39477
Thu Sep 30 14:23:34 EDT 1999    45445
Thu Sep 30 14:23:39 EDT 1999    46008
Thu Sep 30 15:02:56 EDT 1999    29707
Thu Sep 30 15:03:00 EDT 1999     4569
Thu Sep 30 15:37:22 EDT 1999    18546
Thu Sep 30 15:37:25 EDT 1999    49568
Thu Sep 30 15:37:29 EDT 1999     2663
Thu Sep 30 15:37:34 EDT 1999    10929
Thu Sep 30 15:37:38 EDT 1999    37701
Thu Sep 30 15:37:43 EDT 1999    15050
Thu Sep 30 15:37:48 EDT 1999    35748
Thu Sep 30 15:37:53 EDT 1999    49257
Thu Sep 30 15:37:58 EDT 1999    30392
Thu Sep 30 15:38:03 EDT 1999    28576
Thu Sep 30 15:38:08 EDT 1999    26449
Thu Sep 30 15:38:12 EDT 1999    33245
Thu Sep 30 16:45:25 EDT 1999    20772
Thu Sep 30 16:45:30 EDT 1999    42238
Thu Sep 30 16:45:35 EDT 1999    36331
Thu Sep 30 16:45:39 EDT 1999    16198
Thu Sep 30 16:45:44 EDT 1999    16695
Thu Sep 30 16:45:48 EDT 1999    26012
Thu Sep 30 17:07:50 EDT 1999     1057
Fri Oct 1 08:22:00 EDT 1999    24694
Fri Oct 1 09:34:06 EDT 1999     9534
Fri Oct 1 09:34:11 EDT 1999    14089
Fri Oct 1 09:34:15 EDT 1999    33683
Fri Oct 1 12:51:10 EDT 1999     7816
Fri Oct 1 13:00:57 EDT 1999    16486
Fri Oct 1 13:05:56 EDT 1999    31573
Fri Oct 1 13:12:49 EDT 1999    38392
Fri Oct 1 13:22:08 EDT 1999    25317
Fri Oct 1 13:22:14 EDT 1999    20049
Fri Oct 1 13:26:26 EDT 1999    12487
Fri Oct 1 13:39:50 EDT 1999    26875
Fri Oct 1 13:39:55 EDT 1999    23206
Fri Oct 1 13:39:59 EDT 1999    34338
Fri Oct 1 13:48:08 EDT 1999    45050
Fri Oct 1 13:48:12 EDT 1999     4523
Fri Oct 1 13:48:17 EDT 1999    20167
Fri Oct 1 13:48:22 EDT 1999     2966
Fri Oct 1 13:48:27 EDT 1999     5092
Fri Oct 1 13:48:31 EDT 1999    18653
Fri Oct 1 13:48:36 EDT 1999     3252
Fri Oct 1 13:48:41 EDT 1999     8142
Fri Oct 1 13:48:46 EDT 1999    13645
Fri Oct 1 13:48:51 EDT 1999    35904
Fri Oct 1 13:48:56 EDT 1999     6302
Fri Oct 1 13:49:00 EDT 1999    45682
Fri Oct 1 13:49:05 EDT 1999    29536
Fri Oct 1 13:49:10 EDT 1999    41038
Fri Oct 1 13:49:14 EDT 1999    19500
Fri Oct 1 13:49:19 EDT 1999    45637
Fri Oct 1 13:49:23 EDT 1999    13021
Fri Oct 1 14:15:33 EDT 1999    24322
Fri Oct 1 14:15:36 EDT 1999     3533
Fri Oct 1 14:15:40 EDT 1999    43214
Fri Oct 1 14:15:45 EDT 1999    21335
Fri Oct 1 14:15:50 EDT 1999    49648
Fri Oct 1 14:15:55 EDT 1999     6767
Fri Oct 1 14:15:59 EDT 1999    29669
Fri Oct 1 14:16:05 EDT 1999    22108
Fri Oct 1 14:16:10 EDT 1999    20621
Fri Oct 1 14:16:14 EDT 1999     8904
Fri Oct 1 14:16:20 EDT 1999    37873
Fri Oct 1 14:16:25 EDT 1999    35592
Fri Oct 1 14:16:30 EDT 1999    36787
Fri Oct 1 14:16:35 EDT 1999    39517
Fri Oct 1 14:16:39 EDT 1999    42233
Fri Oct 1 14:16:45 EDT 1999    41649
Fri Oct 1 14:16:50 EDT 1999     7158
Fri Oct 1 14:16:55 EDT 1999    44946
Fri Oct 1 14:35:55 EDT 1999    27651
Fri Oct 1 14:35:59 EDT 1999    12401
Fri Oct 1 14:36:04 EDT 1999    13288
Fri Oct 1 14:44:55 EDT 1999     1965
Fri Oct 1 14:44:59 EDT 1999     7228
Fri Oct 1 14:45:04 EDT 1999     6517
Fri Oct 1 15:05:37 EDT 1999    39012
Fri Oct 1 15:11:31 EDT 1999     1662
Fri Oct 1 15:11:33 EDT 1999    43370
Fri Oct 1 15:11:37 EDT 1999    36050
Fri Oct 1 15:11:42 EDT 1999     9095
Fri Oct 1 15:11:46 EDT 1999     1964
Fri Oct 1 15:15:39 EDT 1999     1999
Fri Oct 1 15:15:41 EDT 1999    41768
Fri Oct 1 15:15:46 EDT 1999     3943
Fri Oct 1 15:15:50 EDT 1999    22272
Fri Oct 1 15:15:54 EDT 1999    44580
Fri Oct 1 15:48:12 EDT 1999    37931
Fri Oct 1 15:48:17 EDT 1999    42592
Fri Oct 1 15:48:23 EDT 1999    28603
Fri Oct 1 16:05:22 EDT 1999    37593
Fri Oct 1 16:14:37 EDT 1999    12432
Fri Oct 1 16:20:28 EDT 1999     1112
Fri Oct 1 16:20:31 EDT 1999    32707
Fri Oct 1 16:20:35 EDT 1999    34210
Fri Oct 1 16:20:40 EDT 1999    43237
Fri Oct 1 16:20:44 EDT 1999     8699
Fri Oct 1 16:20:49 EDT 1999     3584
Fri Oct 1 16:20:54 EDT 1999     7791
Fri Oct 1 16:20:59 EDT 1999    17087
Fri Oct 1 16:21:04 EDT 1999    38536
Fri Oct 1 16:21:10 EDT 1999    14844
Fri Oct 1 16:21:15 EDT 1999    41964
Fri Oct 1 16:21:20 EDT 1999    11377
Fri Oct 1 16:27:13 EDT 1999    35705
Fri Oct 1 16:27:16 EDT 1999    26339
Fri Oct 1 16:27:20 EDT 1999     6885
Fri Oct 1 16:27:25 EDT 1999    25152
Fri Oct 1 16:27:29 EDT 1999    49290
Fri Oct 1 16:27:33 EDT 1999    23510
Fri Oct 1 16:27:39 EDT 1999    26472
Fri Oct 1 16:27:44 EDT 1999    20165
Fri Oct 1 16:27:49 EDT 1999    10849
Fri Oct 1 16:27:54 EDT 1999    12893
Fri Oct 1 16:28:00 EDT 1999    16193
Fri Oct 1 16:28:05 EDT 1999     7939
Fri Oct 1 16:30:53 EDT 1999    26487
Fri Oct 1 16:30:55 EDT 1999    47211
Fri Oct 1 16:31:00 EDT 1999    46188
