42008 2 C 7 028 - - - - - - - - - 
42009 2 C B 018 018 - - - - - - - - 
42010 2 A B 096 097 098 - - - - - - - 
42011 2 C B 088 087 - - - - - - - - 
42013 2 A 7 048 033 - - - - - - - - 
42014 2 A 7 021 026 031 - - - - - - - 
42015 2 A 7 097 091 088 - - - - - - - 
42016 3 A 7 090 092 088 - - - - - - - 
42018 3 C B l l - - - - - - - - 
42021 1 A 7 100 100 - - - - - - - - 
42022 2 C 7 095 096 - - - - - - - - 
42023 3 C B 092 094 094 - - - - - - - 
42024 2 A B 084 085 - - - - - - - - 
42025 1 C 7 100 - - - - - - - - - 
42026 2 A 7 034 058 - - - - - - - - 
42027 2 C 7 080 065 - - - - - - - - 
42028 3 A 7 091 091 - - - - - - - - 
42029 2 C B 023 026 - - - - - - - - 
42030 2 C 7 095 - - - - - - - - - 
42031 1 A 7 100 099 - - - - - - - - 
42032 3 A 7 097 - - - - - - - - - 
42034 3 C B 098 100 - - - - - - - - 
42036 2 C 7 044 - - - - - - - - - 
42037 2 A 7 090 084 - - - - - - - - 
42038 3 A B 070 - - - - - - - - - 
42039 2 C B 088 - - - - - - - - - 
42040 1 C 7 100 - - - - - - - - - 
42042 2 A B 093 - - - - - - - - - 
42043 1 A B 030 - - - - - - - - - 
42044 1 A B 065 - - - - - - - - - 
42045 1 C B 098 - - - - - - - - - 
42801 5 A B 034 052 052 054 - - 052 - - - 
42802 7 B r 033 047 052 052 - 054 050 - - - 
42803 7 B r 025 030 028 022 - 024 026 - - - 
42805 5 C B 033 048 055 052 - 055 057 - - - 
42806 5 A 7 061 058 061 054 - - - - - - 
42807 4 C 7 026 047 048 046 - 047 049 - - - 
42808 5 C 7 096 093 092 - - 053 051 - - - 
42810 7 A B 080 078 076 067 - 071 053 - - - 
42811 5 A B 093 095 098 098 - 096 098 - - - 
42813 6 C 7 100 100 100 097 - 099 099 - - - 
42816 5 C B 047 046 051 050 - 053 048 - - - 
42818 5 C B 026 046 044 035 - 038 030 - - - 
42819 5 C 7 080 073 080 078 - 074 079 - - - 
42821 6 A 7 077 069 073 073 - 076 070 - - - 
42822 5 A B 030 - 021 - - - - - - - 
42824 5 A 7 094 091 095 050 - - 060 - - - 
42825 5 C B 089 089 096 093 - - 062 - - - 
42826 5 A 7 099 099 099 097 - - 062 - - - 
42827 6 A B 100 099 093 092 - - 092 - - - 
42828 4 C B 100 100 - 100 - - - - - - 
42829 6 C B 064 - 089 090 - - 093 - - - 
42830 6 A B 085 094 085 093 - - - - - - 
42831 5 C 7 B l l 007 - - - - - - 
42832 5 C 7 099 099 099 100 - - 098 - - - 
42833 6 C B 016 033 - - - - - - - - 
42834 1 A 7 019 010 016 023 - - 027 - - - 
42835 1 A B 100 100 100 100 - - 100 - - - 
42836 6 A B 100 100 100 100 - - 100 - - - 
42838 6 C 7 099 099 099 099 - - - - - - 
42840 1 C 7 100 100 100 100 - - - - - - 
42842 1 C B 096 100 100 100 - - - - - - 
42843 5 A B 026 023 022 028 - - - - - - 
42846 5 A 7 091 098 094 095 - - - - - - 
42847 6 A 7 070 082 092 080 - - - - - - 
42848 6 C 7 045 051 046 035 - - - - - - 
42852 1 A B 024 016 015 - - - - - - - 
42901 6 C 7 091 094 094 094 096 096 - - - - 
42902 6 A B 063 057 049 046 048 048 - - - - 
42905 4 C B 100 - 100 - - - - - - - 
42908 4 A 7 092 095 097 - - - - - - - 
42909 4 C B 037 032 015 037 004 006 - 009 010 007 
42910 6 A 7 080 085 083 093 084 090 - - - - 
42912 5 C 7 089 - - 061 - - - - - - 
42913 6 A B 099 100 097 100 100 099 - - - - 
42916 6 C 7 073 068 039 024 020 030 - - - - 
42917 5 C B 032 030 032 019 020 023 - - - - 
42918 5 A 7 039 049 051 052 051 054 - - - - 
42919 4 C B 046 049 054 050 l l - l l 017 
42920 4 A 7 067 078 078 046 053 049 - - 029 028 
42921 4 C B 069 070 073 064 059 069 - - 079 080 
42922 5 C 7 019 024 B 017 025 024 - - - - 
42923 5 A 7 096 083 096 097 071 061 - - - - 
42926 4 A B 100 100 100 100 100 100 - - 100 100 
42927 4 A B 080 099 092 093 063 068 - 076 068 - 
42932 7 A r 068 048 045 042 037 034 - - - - 
42934 4 A B 051 060 069 064 064 065 - - 062 066 
42936 4 A 7 100 100 100 100 100 100 - 100 100 100 
42938 5 A B 043 049 054 050 053 054 - - - - 
42943 7 B r 097 098 098 097 099 - - - - - 
42944 7 A B 023 028 039 046 047 036 046 - - - 
42948 5 A B 095 095 097 095 090 - 094 - - - 
42949 5 A 7 034 048 052 049 - - 040 - - - 
42951 5 A B 095 094 094 096 - 086 090 - - - 
42952 5 C B 082 084 088 087 086 090 092 - - - 
42953 5 A 7 068 072 068 061 045 051 052 - - - 
42955 7 B r 083 082 077 057 015 024 025 - - - 
42959 6 C 7 087 089 084 080 080 088 075 - - - 
42961 7 B r 045 053 050 053 055 054 054 - - - 
42963 4 C 7 099 100 100 100 - 100 099 100 - - 
42964 5 C B 096 - 091 078 055 057 - - - - 
42965 5 C 7 063 030 027 028 035 038 - - - - 
42966 5 A B 061 046 050 047 049 038 - - - - 
42968 5 C B 015 019 013 018 - 025 019 - - - 
42969 7 A B 055 061 058 064 - 060 061 - - - 
42970 5 C 7 071 058 059 061 060 062 061 - - - 
42971 4 C 7 100 100 100 100 - 100 - 100 - - 
42972 6 C B 066 - - - - - - - - - 
42973 4 A 7 100 100 100 100 - 100 100 100 - - 
42976 4 C B 100 099 100 100 - - 100 086 - - 
42977 4 A 7 039 045 040 045 - - 048 048 - - 
42978 5 A B 060 076 068 - - - - - - - 
42981 4 A 7 047 - - - - - - - - - 
42982 5 C B 098 099 098 099 - 099 099 - - - 
42983 5 C B 025 - 046 030 - - 036 - - - 
42984 5 A B 018 019 018 017 - 020 016 - - - 
42988 5 A B 052 046 048 052 - 048 050 - - - 
42989 4 C B 100 100 100 100 - 100 100 099 - - 
42990 5 C B 100 100 100 100 - 083 097 - - - 
42991 5 A B 022 026 021 029 - 015 020 - - - 
42992 5 C B 097 098 - 095 - 052 059 - - - 
42993 6 A B 072 078 076 - - 069 - - - - 
42995 6 C B 078 075 080 - - - - - - - 
42997 5 C 7 080 080 076 058 - 071 075 - - - 
42998 5 A B 074 074 070 072 - 064 068 - - - 
43802 6 A 7 092 095 085 100 084 070 - - - - 
43821 6 A B 060 065 069 - - - - - - - 
43824 7 B r 020 017 026 026 014 013 - - - - 
43838 7 A B 090 095 094 092 - - - - - - 
43840 5 A B 085 085 088 078 077 064 076 - - - 
43841 5 A B 099 - - - - - - - - - 
43842 6 C 7 090 098 089 098 - - - - - - 
43872 5 C B 100 099 100 098 100 099 098 - - - 
43876 6 C B 060 020 018 006 007 015 - - - - 
43877 5 A B 084 083 082 085 - 084 090 - - - 
43878 5 C 7 094 095 096 095 080 100 - - - - 
43882 5 A 7 095 100 100 098 - 099 100 - - - 
43883 5 C 7 B 013 l l - l l - - - 
43885 5 A B 003 009 029 025 - 029 036 - - - 
43901 5 C 7 060 051 051 047 - - - - - - 
43998 5 C 7 050 050 047 - - - - - - - 
44904 5 A B 053 - - - - - - - - - 
44910 7 B l 030 031 029 026 025 033 - - - - 
45902 5 A 7 100 100 100 100 099 100 100 - - - 
45903 7 A B 018 029 026 027 021 - 021 - - - 
45904 5 C 7 094 095 099 095 - - - - - - 
45905 7 B r 099 100 098 097 - - 099 - - - 
45906 6 A 7 091 097 096 093 - - 097 - - - 
45910 5 A 7 021 032 035 - - - - - - - 
46001 1 C B 064 063 063 - - - - - - - 
46003 1 A 7 091 093 092 - - - - - - - 
46004 1 C B 100 100 100 - - - - - - - 
46005 1 A 7 100 100 100 - - - - - - - 
46006 1 A 7 100 100 - - - - - - - - 
46007 1 C B 099 100 - - - - - - - - 
46009 2 C 7 100 100 - - - - - - - - 
46010 1 C 7 100 - - - - - - - - - 
46012 3 A 7 092 - - - - - - - - - 
46013 2 A 7 049 - - - - - - - - - 
46014 2 C B 099 - - - - - - - - - 
46015 3 C B 034 - - - - - - - - - 
46017 2 A B 098 - - - - - - - - - 
46018 2 C B 077 - - - - - - - - - 
46800 5 C 7 099 100 100 100 - 099 - - - - 
46809 6 A B 088 093 098 098 - - 061 - - - 
46811 6 C B 099 100 099 099 - - - - - - 
46815 1 C B 100 098 094 100 - 100 100 - - - 
46816 5 C B 100 100 093 095 - - 092 - - - 
46820 6 A 7 049 050 049 050 - - - - - - 
46821 5 C 7 058 061 - 062 - - - - - - 
46822 6 C B 100 097 100 092 - - - - - - 
46823 1 A 7 100 100 100 - - - - - - - 
46824 1 C 7 100 100 100 100 - - - - - - 
46825 1 A B 100 100 100 - - - - - - - 
46826 1 C B 071 083 082 096 - - - - - - 
46827 1 A B 100 100 100 - - - - - - - 
46828 1 A B 100 094 086 - - - - - - - 
46901 4 A 7 055 060 057 056 - 055 - - - - 
46902 4 C B 100 100 100 100 - 100 - - 100 100 
46903 4 A B 100 100 100 100 - 100 - - - - 
46904 4 C 7 091 078 093 100 - - - - - - 
46905 4 A B 100 100 100 100 100 100 - - - 100 
46906 6 A 7 097 095 100 100 100 - - - - - 
46907 5 A 7 088 094 092 098 098 - - - - - 
46912 4 C 7 100 100 100 100 - - - - 099 100 
46914 7 A r 033 047 046 045 - 028 - - - - 
46917 5 C 7 062 045 035 038 053 048 - - - - 
46919 5 A B 028 032 029 - - - - - - - 
46922 4 A B 100 100 100 100 100 100 - - 100 100 
46924 5 A B 022 - - - - - - - - - 
46925 5 C B 087 - - - - - - - - - 
46926 7 B r 046 038 047 045 046 045 - - - - 
46928 6 C B 038 034 048 028 049 052 - - - - 
46929 6 C B 046 056 066 063 066 071 - - - - 
46931 4 C 7 071 - - - - - - - - - 
46934 6 A 7 070 057 047 045 - 035 - - - - 
46936 5 C 7 021 032 047 040 045 048 - - - - 
46939 6 C B 082 087 086 088 095 - 083 - - - 
46941 7 B l 051 052 053 054 053 057 - - - - 
46942 6 A 7 075 069 063 065 003 - - - - - 
46946 4 A 7 099 099 - - - - - - - - 
46947 4 C B 099 100 100 100 100 - 100 100 098 098 
46949 5 A B 020 005 018 021 026 024 - - - - 
46950 4 A 7 100 100 100 100 100 100 - 100 - - 
46953 4 C 7 100 100 100 100 100 - 100 - - - 
46955 6 A 7 038 040 048 050 - 052 - - - - 
46956 6 C 7 045 017 023 021 033 - - - - - 
46957 6 C 7 046 - - - - - - - - - 
46958 6 A 7 068 063 071 075 - 070 - - - - 
46960 4 C 7 100 100 100 100 100 - 100 - - 100 
46964 4 A 7 077 091 090 093 091 091 094 091 - - 
46969 6 C B 100 - - - - - - - - - 
46970 5 C 7 086 090 088 085 - - 087 - - - 
46973 6 A 7 021 053 054 - - - - - - - 
46974 7 B l 050 - 055 058 050 054 - - - - 
46976 4 C B 100 100 100 100 - 100 100 100 - - 
46978 7 A B 073 020 069 067 017 - 017 - - - 
46980 5 A B 045 041 042 030 040 - - - - - 
46982 6 C 7 070 - - - - - - - - - 
46984 4 A 7 100 100 100 100 - 100 100 100 - - 
46985 7 A B 053 026 022 026 027 030 031 - - - 
46990 7 B r 100 100 100 100 - - - - - - 
46991 7 A B 039 - - - - - - - - - 
46997 5 A 7 075 070 068 065 - - 034 - - - 
46998 7 A B 100 100 097 100 - - 100 - - - 
47001 2 A B 043 048 - - - - - - - - 
47002 2 A B 100 098 - - - - - - - - 
47003 2 C 7 070 - - - - - - - - - 
47004 2 A B 071 063 - - - - - - - - 
47006 3 C B 075 054 - - - - - - - - 
47007 1 A 7 100 - - - - - - - - - 
47008 2 C 7 015 - - - - - - - - - 
47009 2 C B 020 - - - - - - - - - 
47011 2 A B 026 - - - - - - - - - 
47901 6 A B 015 029 032 033 038 030 - - - - 
47904 4 A 7 023 030 031 037 040 031 - 040 - 040 
47908 4 A B 100 - - - - - - - - - 
47914 4 C 7 053 053 056 054 059 057 - - - - 
47917 5 C 7 B l 006 002 012 004 - - - - 
47919 7 A B 099 091 100 068 - - - - - - 
47921 6 C 7 100 092 095 093 - - - - - - 
47923 7 B r 028 049 057 058 062 052 - - - - 
47925 4 C 7 100 - 100 - - - - - - - 
47926 4 A B 100 100 100 100 100 100 - 100 - - 
47929 7 A B 004 008 015 013 011 - 020 - - - 
47930 5 A B 090 - - - - - - - - - 
47931 6 C B 059 057 060 - - - - - - - 
47932 6 C B 083 083 082 083 084 048 - - - - 
47933 6 A 7 100 098 100 100 100 100 - - - - 
47934 6 A 7 029 - 040 - - - - - - - 
47935 6 A B 092 - 095 - - - - - - - 
47936 6 C 7 100 - - - - - - - - - 
47937 6 C B 090 098 - - - - - - - - 
47938 6 C 7 006 - 014 - - - - - - - 
47939 4 C B 097 093 - - - 096 - 093 - - 
47940 5 C B 081 - 083 080 079 - 098 - - - 
47942 5 A B 092 097 099 097 - - 098 - - - 
47945 5 A B 100 100 100 097 - 100 097 - - - 
47946 5 C 7 068 071 072 070 - - 071 - - - 
47948 6 A 7 053 050 050 048 - 046 046 - - - 
47949 5 C B 100 100 100 096 - - 099 - - - 
47950 5 C B 054 067 067 055 - - 066 - - - 
47952 7 B r 059 061 059 063 - - 060 - - - 
47953 4 C 7 100 100 100 100 - - 100 - - - 
47954 6 A B 086 084 083 084 - - - - - - 
47955 5 A B 096 099 100 - - - - - - - 
47956 1 A B 100 100 100 100 - - - - - - 
47957 1 C B 087 - - - - - - - - - 
47958 1 A B 022 025 028 026 - - - - - - 
47959 1 A 7 099 090 079 090 - - - - - - 
47960 1 C 7 052 053 055 - - - - - - - 
48002 2 C B 050 053 054 - - - - - - - 
48006 2 C B 050 - - - - - - - - - 
48007 2 A 7 049 054 - - - - - - - - 
48009 1 C B 100 100 - - - - - - - - 
48010 1 A 7 100 099 - - - - - - - - 
48011 2 A B 058 059 - - - - - - - - 
48013 3 A B 092 - - - - - - - - - 
48017 3 A 7 099 - - - - - - - - - 
48019 3 C B 048 - - - - - - - - - 
48023 2 A B 013 - - - - - - - - - 
48024 1 A B 017 - - - - - - - - - 
48025 2 A B 052 - - - - - - - - - 
48901 4 C 7 100 100 100 100 100 100 098 100 - 097 
48903 5 A B 092 093 093 - - - - - - - 
48905 4 C 7 100 100 - - - 100 - - - - 
48912 5 C B 049 052 047 046 045 045 045 - - - 
48918 6 A B 100 099 100 097 100 099 - - - - 
48919 4 A 7 100 100 100 100 100 100 - - 100 100 
48922 4 C B 077 090 088 087 - 047 - - - - 
48923 5 C 7 091 083 086 090 - 089 - - - - 
48924 4 A B 100 100 100 100 - 100 - 100 - - 
48925 4 A B 100 097 098 098 - 100 - 099 - - 
48926 5 A 7 081 085 087 - - - - - - - 
48927 4 C 7 023 045 052 045 - 060 058 062 - - 
48928 6 A B 072 082 077 071 - - 051 - - - 
48929 4 A B 100 100 100 100 - - 100 100 - - 
48930 4 A B 100 100 100 100 - 100 100 - - - 
48931 5 C 7 080 - - - - 064 - - - - 
48932 5 A B 013 046 051 050 - - 057 - - - 
48933 6 C 7 100 099 100 100 - - 095 - - - 
48934 4 C B 100 - 100 - - - - - - - 
48935 4 C B 100 100 100 100 - 100 100 - - - 
48936 5 A 7 086 087 086 090 - - 088 - - - 
48938 7 B r 084 085 083 087 - - 087 - - - 
48939 4 A B 100 100 100 100 - - 100 - - - 
48940 4 C B 090 096 095 092 - - 099 - - - 
48941 4 A B 009 - 004 - - - - - - - 
48943 7 A B 021 019 019 032 - - - - - - 
48944 5 A 7 086 080 086 084 - - 080 - - - 
48945 1 C 7 100 100 100 100 - 100 100 - - - 
48947 5 C 7 026 - - - - - - - - - 
48948 4 A 7 024 025 037 040 - 045 040 - - - 
48951 1 C 7 100 100 100 100 - - 100 - - - 
48952 6 C B 097 096 097 098 - - 077 - - - 
48954 1 A B 100 100 100 100 - - - - - - 
48956 1 C 7 100 100 100 100 - - - - - - 
48957 1 A B 100 098 - - - - - - - - 
48958 1 C B 045 - 065 - - - - - - - 
49001 1 A B 099 094 095 - - - - - - - 
49002 1 C B 100 100 100 - - - - - - - 
49004 3 C 7 086 093 091 - - - - - - - 
49006 2 A B 026 031 - - - - - - - - 
49007 1 C B 099 099 - - - - - - - - 
49008 1 A 7 066 - - - - - - - - - 
49012 3 C 7 082 - - - - - - - - - 
49901 7 B r 026 048 046 033 035 030 026 - - - 
49902 5 A 7 055 054 046 025 018 020 - - - - 
49909 5 A B 083 079 083 084 - - 083 - - - 
49915 5 C B 057 056 061 063 - - 059 - - - 
49916 4 C B 100 100 100 100 - 100 100 100 - - 
49919 4 A B 100 100 100 100 - 100 100 100 - - 
49920 7 B r 051 056 059 055 - 042 - - - - 
49924 5 C 7 004 003 012 - - 025 025 - - - 
49925 5 A B 100 100 100 100 - 099 - - - - 
49927 5 C B 097 098 098 086 - - 050 - - - 
49935 7 A r 016 021 024 017 - - 013 - - - 
49937 7 A r 021 026 - - - - 013 - - - 
49938 7 B r 034 029 031 030 - 029 028 - - - 
49939 7 A B 076 078 - 080 - - 085 - - - 
49941 5 A 7 098 099 100 098 - - 098 - - - 
49943 7 B l 095 095 099 089 - 091 094 - - - 
49944 4 A B 100 100 100 100 - - - - - - 
49947 1 C 7 100 100 100 100 - - - - - - 
49948 1 C B 100 100 - 099 - - - - - - 
49949 5 A B 062 065 065 060 - - - - - - 
49951 5 C 7 052 027 030 033 - - - - - - 
49953 5 C 7 042 045 - 047 - - - - - - 
49954 1 A B 100 099 100 100 - - - - - - 
49955 1 C B 045 047 045 030 - - - - - - 
49957 1 A 7 100 099 100 100 - - - - - - 
49960 1 A 7 002 002 003 - - - - - - - 
49961 1 C B 099 098 096 - - - - - - - 
49962 1 A B 037 036 045 - - - - - - - 
50001 3 A 7 094 096 - - - - - - - - 
50002 2 C B 067 073 - - - - - - - - 
50004 2 A 7 100 098 - - - - - - - - 
50005 2 A B 089 072 - - - - - - - - 
50007 3 C B 094 090 - - - - - - - - 
50009 2 C 7 097 098 - - - - - - - - 
50010 3 A B 091 088 - - - - - - - - 
50014 3 A B 100 - - - - - - - - - 
50015 2 A 7 029 - - - - - - - - - 
50019 2 A 7 099 - - - - - - - - - 
50022 3 C 7 099 - - - - - - - - - 
50023 2 C B 090 - - - - - - - - - 
50025 2 C B 091 - - - - - - - - - 
50901 5 A B 048 038 037 - - - - - - - 
50902 6 A 7 042 041 041 049 042 048 - - - - 
50903 5 C B 021 028 012 - - - - - - - 
50908 6 C B 093 100 - - - - - - - - 
50909 5 C B 097 097 094 094 097 080 075 - - - 
50910 5 A B 053 059 061 048 - - - - - - 
50911 5 A B 039 046 050 045 035 040 031 - - - 
50912 5 C B 085 086 078 090 089 092 092 - - - 
50913 6 C B 013 - - - - - - - - - 
50914 7 B l 098 097 094 096 096 087 - - - - 
50915 6 A B 055 063 060 058 - 047 051 - - - 
50917 7 A B 100 094 100 099 071 073 - - - - 
50919 7 B r 020 027 022 030 - - - - - - 
50920 6 A 7 098 099 - 099 - 100 - - - - 
50925 5 A 7 091 084 053 057 054 046 - - - - 
50930 6 C B 100 090 099 - - - - - - - 
50931 5 A 7 032 036 036 033 - - - - - - 
50933 5 C B 068 - 065 067 - - 051 - - - 
50934 5 C B 088 086 090 082 - - 033 - - - 
50936 5 C B 013 020 - 029 - - 037 - - - 
50937 4 C B 100 100 100 100 - - 100 - - - 
50938 5 C B 096 093 097 093 - - 090 - - - 
50939 7 B l 086 087 084 051 - 050 050 - - - 
50940 5 A 7 028 031 033 024 - - 032 - - - 
50941 5 A B 098 - 098 096 - 096 098 - - - 
50942 7 A B 012 016 006 004 - 002 - - - - 
50943 5 A 7 070 059 066 062 - - 062 - - - 
50944 7 A r 097 096 054 042 - - - - - - 
50946 6 A 7 020 014 017 020 - 020 - - - - 
50948 7 B r 098 097 098 099 - 096 098 - - - 
50949 7 A B 067 071 063 052 - 064 060 - - - 
50956 5 C 7 099 099 - - - - - - - - 
50958 6 C 7 096 097 100 100 - - - - - - 
51001 2 A B 083 080 089 - - - - - - - 
51002 3 C B 097 093 087 - - - - - - - 
51003 2 A 7 018 027 031 - - - - - - - 
51005 2 C B 035 019 - - - - - - - - 
51006 2 A B 062 061 - - - - - - - - 
51007 3 C B 029 033 - - - - - - - - 
51008 2 C 7 036 - - - - - - - - - 
51009 2 C 7 073 062 - - - - - - - - 
51010 2 C B 048 - - - - - - - - - 
51011 3 A 7 046 - - - - - - - - - 
51901 5 C B 095 - - - - - - - - - 
51902 7 A r 087 086 087 089 - - 092 - - - 
51903 7 A B 088 085 085 063 - 050 - - - - 
51904 7 B l 083 076 080 080 - 079 080 - - - 
51905 6 C B 094 093 098 084 - 014 - - - - 
51906 6 A B 088 - 083 090 - 080 083 - - - 
51907 5 C B 005 029 044 027 - 047 046 - - - 
51908 6 A 7 050 056 053 054 - - 057 - - - 
51909 6 C 7 077 078 085 074 - - 067 - - - 
51910 6 A B 095 087 094 087 - - 092 - - - 
51911 5 A 7 099 097 099 100 - - 082 - - - 
51912 6 C 7 034 027 032 026 - - - - - - 
52901 7 B l 100 090 065 024 - - - - - - 
52902 5 C B 084 099 079 086 - - - - - - 
53001 1 C 7 028 028 022 - - - - - - - 
53002 3 C B 093 - - - - - - - - - 
53003 3 A B 025 040 - - - - - - - - 
53004 2 C 7 095 095 - - - - - - - - 
53006 1 C 7 080 097 - - - - - - - - 
53007 2 C B 096 099 - - - - - - - - 
53008 2 C B 084 066 - - - - - - - - 
53009 2 A B 084 - - - - - - - - - 
53010 2 C 7 093 - - - - - - - - - 
53011 1 A 7 B - - - - - - - - - 
53901 4 A 7 100 099 100 100 - 100 100 - - - 
53902 4 C B 100 100 - - - - - - - - 
53903 4 A B 100 098 098 096 - - - - - - 
53904 1 C 7 100 100 - 100 - - - - - - 
53905 1 C 7 098 096 100 099 - - - - - - 
53906 1 A B 100 - - 099 - - - - - - 
53907 1 C 7 100 100 100 099 - - - - - - 
53908 1 A B 100 098 - - - - - - - - 
53909 1 C 7 100 100 096 - - - - - - - 
53910 1 C B 100 100 100 099 - - - - - - 
53911 1 A B 100 100 - 100 - - - - - - 
53912 1 A B 100 100 - - - - - - - - 
54901 6 C 7 002 - - 006 - - - - - - 
54902 6 C B 024 055 050 017 - 021 - - - - 
54904 6 A 7 100 - 090 - - - - - - - 
54905 6 A 7 B 005 010 005 - 009 - - - - 
54906 6 A B 056 047 065 061 - - - - - - 
55001 1 C 7 099 100 - - - - - - - - 
55002 1 A B 100 100 100 - - - - - - - 
55004 1 A B 099 097 - - - - - - - - 
55005 2 C B 098 094 - - - - - - - - 
55006 2 C B 079 - - - - - - - - - 
55007 1 C B 048 - - - - - - - - - 
55008 3 C B 024 - - - - - - - - - 
55009 2 A 7 015 - - - - - - - - - 
55010 2 A 7 087 - - - - - - - - - 
55011 3 A 7 091 - - - - - - - - - 
55901 7 A B 098 093 099 100 - - 100 - - - 
55902 7 B r 012 029 014 020 - - 041 - - - 
55903 5 A B 028 046 049 050 - 047 049 - - - 
55904 5 C B 005 003 003 007 - - - - - - 
55905 7 A B 053 065 054 054 - 039 - - - - 
55906 7 B r 095 093 097 100 - - 100 - - - 
55907 6 A 7 091 094 096 098 - - 100 - - - 
55908 6 A 7 018 034 051 047 - 049 056 - - - 
55909 6 C B 083 084 082 059 - - - - - - 
55910 5 C 7 073 055 052 045 - 030 030 - - - 
55911 4 C 7 096 099 100 099 - 100 - - - - 
55912 5 A B 092 096 099 092 - 089 092 - - - 
55913 4 A B 095 093 099 096 - 096 - - - - 
55914 7 A B 022 028 - - - - - - - - 
55915 5 A 7 094 094 095 094 - - 092 - - - 
55916 5 A B 062 063 060 067 - - 072 - - - 
55917 7 A r 020 017 002 002 - B - - - - 
55918 5 A 7 095 094 099 100 - 099 100 - - - 
55919 5 C B 100 098 089 097 - - - - - - 
55920 4 C B 100 - 099 098 - - - - - - 
55921 5 A 7 100 - - - - - - - - - 
55922 6 C 7 B l l l - - l - - - 
55923 1 C B 100 - - - - - - - - - 
55924 6 A 7 097 098 095 096 - - - - - - 
55925 1 A 7 098 095 098 100 - - - - - - 
55926 5 A 7 008 018 008 - - - - - - - 
55927 5 A B 029 024 030 013 - - - - - - 
55928 1 A 7 100 - 100 - - - - - - - 
56001 3 A B 011 019 - - - - - - - - 
56003 2 A B 093 092 - - - - - - - - 
56004 2 A 7 097 099 - - - - - - - - 
56005 2 C 7 100 100 - - - - - - - - 
56006 3 C 7 009 - - - - - - - - - 
56007 3 A B 086 - - - - - - - - - 
56008 2 A B 040 - - - - - - - - - 
56009 2 C B 016 - - - - - - - - - 
56010 2 C B 092 - - - - - - - - - 
