legendId,windTimeStamp,windLevel,windSpeed,windDirection
1,"2003-05-07 17:51:42",729,24.5,176
1,"2003-05-07 17:51:42",1113,22.8,193
1,"2003-05-07 17:51:42",1498,15.0,215
1,"2003-05-07 17:51:42",1883,10.9,221
1,"2003-05-07 17:51:42",2268,10.8,228
1,"2003-05-07 12:52:27",729,23.4,170
1,"2003-05-07 12:52:27",1113,22.7,168
1,"2003-05-07 12:52:27",1498,21.7,178
1,"2003-05-07 12:52:27",1883,18.5,188
1,"2003-05-07 12:52:27",2268,13.8,197
1,"2003-05-08 01:50:05",131,52.6,79
1,"2003-05-08 01:50:05",227,35.1,303
1,"2003-05-08 01:50:05",323,77.6,303
1,"2003-05-08 01:50:05",515,10.2,333
1,"2003-05-08 01:50:05",612,12.6,337
1,"2003-05-08 01:50:05",708,11.0,340
1,"2003-05-08 01:50:05",804,13.5,101
1,"2003-05-08 01:50:05",997,10.9,76
1,"2003-05-08 01:50:05",1670,6.2,247
1,"2003-05-08 01:50:05",1766,6.8,245
1,"2003-05-08 01:50:05",1863,8.2,251
1,"2003-05-08 01:50:05",1959,9.8,250
1,"2003-05-08 01:50:05",2055,10.6,250
1,"2003-05-08 01:50:05",2151,11.7,243
1,"2003-05-08 01:50:05",2247,13.3,237
2,"2003-05-08 00:00:00",32,1.40463518395347,310.201560941063
2,"2003-05-08 00:00:00",72,1.96290600895713,285.520057540651
2,"2003-05-08 00:00:00",154,3.94178893397401,282.907996636264
2,"2003-05-08 00:00:00",280,6.06268092513535,293.576472596661
2,"2003-05-08 00:00:00",451,7.48305418929998,303.881231416802
2,"2003-05-08 00:00:00",670,7.29021947543419,308.642993252938
2,"2003-05-08 00:00:00",950,7.35611990114354,304.362082548605
2,"2003-05-08 00:00:00",1280,8.85641010793877,287.060582336928
2,"2003-05-08 00:00:00",1681,10.0504975001241,270.446080451949
2,"2003-05-08 00:00:00",2140,10.9233145152925,250.771346912668
2,"2003-05-08 01:00:00",32,1.22380554010839,313.161938995266
2,"2003-05-08 01:00:00",72,2.02232539419353,337.404052824495
2,"2003-05-08 01:00:00",155,4.01139626564118,319.965950000101
2,"2003-05-08 01:00:00",280,6.67108686796987,317.970450316873
2,"2003-05-08 01:00:00",451,8.89281170384261,320.694487303731
2,"2003-05-08 01:00:00",670,8.51818055690298,326.873451877609
2,"2003-05-08 01:00:00",950,6.89104491350913,321.937702012258
2,"2003-05-08 01:00:00",1279,7.97659075043969,293.966683667443
2,"2003-05-08 01:00:00",1679,8.66750829246791,274.436534842078
2,"2003-05-08 01:00:00",2137,9.87579363899428,251.485386031763
2,"2003-05-08 02:00:00",32,1.70073513516949,330.967459813901
2,"2003-05-08 02:00:00",72,2.51914668092193,352.694628295682
2,"2003-05-08 02:00:00",155,4.45432374216334,335.81082297777
2,"2003-05-08 02:00:00",281,7.27780186594826,326.458487676335
2,"2003-05-08 02:00:00",452,9.96543024660752,326.507716102699
2,"2003-05-08 02:00:00",670,9.82700361249552,335.256322199995
2,"2003-05-08 02:00:00",950,6.42572953056694,338.808768490298
2,"2003-05-08 02:00:00",1279,6.7931215210682,302.632968261069
2,"2003-05-08 02:00:00",1678,7.53018592067952,280.113140006292
2,"2003-05-08 02:00:00",2135,8.99249131220042,254.748571316029
2,"2003-05-08 03:00:00",32,2.02800394476934,322.821274973128
2,"2003-05-08 03:00:00",73,2.90931263359578,344.019084430233
2,"2003-05-08 03:00:00",155,5.15911814169825,336.251776890049
2,"2003-05-08 03:00:00",282,8.10246875958186,330.697568747207
2,"2003-05-08 03:00:00",452,10.6489670860605,331.422396009169
2,"2003-05-08 03:00:00",671,10.5864299931563,339.035870263292
2,"2003-05-08 03:00:00",950,6.02747874322258,347.50959734145
2,"2003-05-08 03:00:00",1278,5.66083032778761,312.670513884778
2,"2003-05-08 03:00:00",1676,6.47797807961713,287.001541543869
2,"2003-05-08 03:00:00",2132,8.15453248200042,258.719933134673
2,"2003-05-08 04:00:00",32,2.34917006621487,303.723369804998
2,"2003-05-08 04:00:00",73,3.42242604010664,323.836958107735
2,"2003-05-08 04:00:00",155,5.79,330.306793050183
2,"2003-05-08 04:00:00",282,8.40334457225217,332.829010657647
2,"2003-05-08 04:00:00",452,10.7225463393729,336.782906938029
2,"2003-05-08 04:00:00",671,10.0880325138255,344.250689654867
2,"2003-05-08 04:00:00",950,5.76365335529471,343.761800799865
2,"2003-05-08 04:00:00",1277,5.47300648638388,314.815158852672
2,"2003-05-08 04:00:00",1675,6.0940708889871,288.909996918328
2,"2003-05-08 04:00:00",2130,7.93521896358254,261.99233963402
2,"2003-05-08 05:00:00",32,2.91238733687674,292.888819220042
2,"2003-05-08 05:00:00",73,4.26517291560377,313.392135645931
2,"2003-05-08 05:00:00",156,6.57343137181792,326.592441048147
2,"2003-05-08 05:00:00",282,8.77483333175052,333.837261185586
2,"2003-05-08 05:00:00",452,10.8124604045518,340.72466254453
2,"2003-05-08 05:00:00",670,9.70004639164164,347.267483797798
2,"2003-05-08 05:00:00",949,5.61680514171535,339.249490645403
2,"2003-05-08 05:00:00",1276,5.39545178831208,314.290243941798
2,"2003-05-08 05:00:00",1673,5.95658459186135,289.775071247447
2,"2003-05-08 05:00:00",2128,7.80627952356307,265.1805227034
2,"2003-05-08 06:00:00",32,3.48432202874533,290.519991196177
2,"2003-05-08 06:00:00",73,5.04920785866457,311.688574828693
2,"2003-05-08 06:00:00",156,7.34741451124135,325.504839665216
2,"2003-05-08 06:00:00",282,9.26335252486917,334.274608139604
2,"2003-05-08 06:00:00",452,10.847363735028,343.829981571329
2,"2003-05-08 06:00:00",670,9.01130401218381,347.338309927501
2,"2003-05-08 06:00:00",949,5.65226503271034,330.099614013336
2,"2003-05-08 06:00:00",1275,5.7097898385142,308.781000216014
2,"2003-05-08 06:00:00",1672,6.22656406053933,288.489893085936
2,"2003-05-08 06:00:00",2126,7.78617364306756,267.598110066095
2,"2003-05-08 07:00:00",32,3.7705304666585,295.455309888128
2,"2003-05-08 07:00:00",73,5.48172418131376,316.217625375192
2,"2003-05-08 07:00:00",156,7.58538067601093,327.616078340134
2,"2003-05-08 07:00:00",281,9.52634767368901,336.799655380542
2,"2003-05-08 07:00:00",452,10.5514975240484,347.236010076431
2,"2003-05-08 07:00:00",669,7.87764558735667,343.710259345716
2,"2003-05-08 07:00:00",949,5.98017558270658,317.183753531116
2,"2003-05-08 07:00:00",1274,6.44181651399665,301.376990051864
2,"2003-05-08 07:00:00",1670,6.7948804257323,286.795118708445
2,"2003-05-08 07:00:00",2123,7.81005761822536,270.096556367737
2,"2003-05-08 08:00:00",32,3.92730187278747,303.722749623439
2,"2003-05-08 08:00:00",73,5.70600560812903,322.853908992063
2,"2003-05-08 08:00:00",156,7.48062163192338,331.548522781352
2,"2003-05-08 08:00:00",281,9.27683674535668,340.193013167487
2,"2003-05-08 08:00:00",452,9.72613489521917,349.162885434229
2,"2003-05-08 08:00:00",669,6.91035454951481,332.299100681167
2,"2003-05-08 08:00:00",948,7.01206103795453,305.308878624941
2,"2003-05-08 08:00:00",1273,7.38068425012207,295.191932082815
2,"2003-05-08 08:00:00",1669,7.54120016973426,286.102574230808
2,"2003-05-08 08:00:00",2120,7.86122763949754,272.935165885538
2,"2003-05-08 09:00:00",32,3.96547601177967,311.752871964126
2,"2003-05-08 09:00:00",73,5.68876963850708,329.263418889085
2,"2003-05-08 09:00:00",155,7.18966619531116,335.823865450873
2,"2003-05-08 09:00:00",281,8.72401856944378,343.39754895092
2,"2003-05-08 09:00:00",451,8.82331570329431,350.176247467376
2,"2003-05-08 09:00:00",668,6.87273599085546,317.347330611818
2,"2003-05-08 09:00:00",948,8.05908803773727,298.374398359219
2,"2003-05-08 09:00:00",1272,8.24907873644082,290.282899217871
2,"2003-05-08 09:00:00",1667,8.28734577533724,285.250277633496
2,"2003-05-08 09:00:00",2118,7.98649485068387,274.538698353481
2,"2003-05-08 10:00:00",32,3.84707681233427,313.973788170828
2,"2003-05-08 10:00:00",73,5.42284980430032,330.298045978392
2,"2003-05-08 10:00:00",155,6.72293090846544,336.385564138064
2,"2003-05-08 10:00:00",281,7.92323166391088,343.35384279398
2,"2003-05-08 10:00:00",451,7.99145168289216,350.186471933546
2,"2003-05-08 10:00:00",667,7.32602211298874,306.836771022023
2,"2003-05-08 10:00:00",946,8.59014551681169,292.798708940254
2,"2003-05-08 10:00:00",1270,9.20489000477464,286.910383855531
2,"2003-05-08 10:00:00",1665,8.78231176854933,283.625173709326
2,"2003-05-08 10:00:00",2116,8.16919212652022,274.715323453814
2,"2003-05-08 11:00:00",32,3.69437410125179,317.225190960521
2,"2003-05-08 11:00:00",73,4.90294809272952,331.815600676518
2,"2003-05-08 11:00:00",155,5.86570541367362,336.061568070188
2,"2003-05-08 11:00:00",280,6.99411895809615,342.818584321879
2,"2003-05-08 11:00:00",450,7.16648449380866,350.855464186028
2,"2003-05-08 11:00:00",667,7.50798241873274,303.20366304026
2,"2003-05-08 11:00:00",945,8.54534376137087,290.044179172093
2,"2003-05-08 11:00:00",1268,9.36226468329111,287.126828432651
2,"2003-05-08 11:00:00",1663,8.25538612058818,282.666579184944
2,"2003-05-08 11:00:00",2115,8.00315562762589,275.821418941241
2,"2003-05-08 12:00:00",32,3.39607125955861,318.988549096248
2,"2003-05-08 12:00:00",73,4.53538311501906,334.184041709845
2,"2003-05-08 12:00:00",156,4.89612091353962,335.420431813748
2,"2003-05-08 12:00:00",280,5.41557937805365,338.904133359854
2,"2003-05-08 12:00:00",450,6.35033857365101,348.141031029247
2,"2003-05-08 12:00:00",666,7.39784428059959,304.421697712775
2,"2003-05-08 12:00:00",943,8.1488649516359,289.79652506365
2,"2003-05-08 12:00:00",1266,8.67107836430971,287.99434483019
2,"2003-05-08 12:00:00",1661,7.3623501682547,281.537015298437
2,"2003-05-08 12:00:00",2113,7.65,278.66213791926
2,"2003-05-08 13:00:00",32,2.84253408071038,320.517933082117
2,"2003-05-08 13:00:00",73,3.85529506004404,333.954978579683
2,"2003-05-08 13:00:00",156,3.99382022629963,333.80150556284
2,"2003-05-08 13:00:00",281,4.0968890636677,334.036848497229
2,"2003-05-08 13:00:00",451,5.58802290618068,343.35177509629
2,"2003-05-08 13:00:00",667,7.0129594323652,307.642652096784
2,"2003-05-08 13:00:00",944,7.28233479043637,293.311836230296
2,"2003-05-08 13:00:00",1267,7.52261922471156,289.82602006997
2,"2003-05-08 13:00:00",1661,6.49150213741011,281.413224947167
2,"2003-05-08 13:00:00",2114,7.15002797197326,282.379746099799
2,"2003-05-08 14:00:00",32,2.00897984061563,316.426488538238
2,"2003-05-08 14:00:00",73,2.91075591556558,327.854493301864
2,"2003-05-08 14:00:00",156,3.01264003823889,327.268546096917
2,"2003-05-08 14:00:00",282,3.11481941691649,326.720987703799
2,"2003-05-08 14:00:00",452,4.32187459327547,328.423495717271
2,"2003-05-08 14:00:00",668,6.46594927292196,311.622328174966
2,"2003-05-08 14:00:00",944,6.36317530797321,300.027057349941
2,"2003-05-08 14:00:00",1267,6.64307910535469,292.512044634961
2,"2003-05-08 14:00:00",1662,6.04804927228607,282.562868453507
2,"2003-05-08 14:00:00",2115,6.79720530806595,285.037175286764
2,"2003-05-08 15:00:00",32,1.13251931550857,298.891595287105
2,"2003-05-08 15:00:00",73,2.26384628453435,313.027698978726
2,"2003-05-08 15:00:00",157,2.41979337960909,312.80835650804
2,"2003-05-08 15:00:00",282,2.61137894607428,312.490530993348
2,"2003-05-08 15:00:00",453,3.17775077688607,312.395379163103
2,"2003-05-08 15:00:00",669,5.42796462774031,311.085636962235
2,"2003-05-08 15:00:00",945,5.99403870524707,308.796715266639
2,"2003-05-08 15:00:00",1268,6.29471206648882,297.991026495265
2,"2003-05-08 15:00:00",1662,5.97657092319668,285.681982826729
2,"2003-05-08 15:00:00",2116,6.69633481839133,286.962366685007
2,"2003-05-08 16:00:00",32,0.830240928887513,260.880603212848
2,"2003-05-08 16:00:00",73,2.00384630149121,292.443702115057
2,"2003-05-08 16:00:00",157,2.18504004539963,293.593749403459
2,"2003-05-08 16:00:00",283,2.41107859681098,295.131806225211
2,"2003-05-08 16:00:00",454,2.87600417245873,297.38419015418
2,"2003-05-08 16:00:00",670,4.20529428221141,302.501777426195
2,"2003-05-08 16:00:00",947,6.18896598794985,316.188111218144
2,"2003-05-08 16:00:00",1270,6.41131811720492,307.856443004412
2,"2003-05-08 16:00:00",1663,6.00170809020232,291.453595252987
2,"2003-05-08 16:00:00",2117,6.58210452666926,289.468602019363
2,"2003-05-08 17:00:00",32,1.0463746938836,218.350680198742
2,"2003-05-08 17:00:00",73,2.02,269.876772568448
2,"2003-05-08 17:00:00",157,2.19447032333545,273.529531016443
2,"2003-05-08 17:00:00",284,2.43248843779369,277.663088087701
2,"2003-05-08 17:00:00",455,2.8212408617486,282.762390068552
2,"2003-05-08 17:00:00",672,3.39948525515261,288.020355176349
2,"2003-05-08 17:00:00",949,6.24374887387377,317.537736998785
2,"2003-05-08 17:00:00",1271,6.56745003787619,317.156801678493
2,"2003-05-08 17:00:00",1664,5.92595983786593,297.053166739963
2,"2003-05-08 17:00:00",2118,6.35836456960436,291.247282215661
2,"2003-05-08 18:00:00",32,1.44557946858691,199.78666432493
2,"2003-05-08 18:00:00",73,2.04298800779642,250.758527227969
2,"2003-05-08 18:00:00",157,2.18341475675145,257.194576269722
2,"2003-05-08 18:00:00",285,2.35227549406952,264.028776999833
2,"2003-05-08 18:00:00",456,2.66422596639249,273.099900200645
2,"2003-05-08 18:00:00",674,3.192256255378,282.893900562058
2,"2003-05-08 18:00:00",951,5.50967331154942,313.566711803229
2,"2003-05-08 18:00:00",1273,6.55951979949752,325.674133507535
2,"2003-05-08 18:00:00",1666,5.69722739584791,304.244943193291
2,"2003-05-08 18:00:00",2118,5.91338312643448,293.894871822557
2,"2003-05-08 19:00:00",32,1.97772596686194,189.592052770151
2,"2003-05-08 19:00:00",73,2.32398364882372,230.693129010272
2,"2003-05-08 19:00:00",158,2.33585102264678,239.291485850891
2,"2003-05-08 19:00:00",285,2.36019067026374,248.015178370114
2,"2003-05-08 19:00:00",457,2.5486663179004,265.156940500125
2,"2003-05-08 19:00:00",674,3.02200264725231,284.031559867239
2,"2003-05-08 19:00:00",952,4.91809922632718,312.593444557866
2,"2003-05-08 19:00:00",1274,6.41463950662857,334.501471086524
2,"2003-05-08 19:00:00",1667,5.43765574489596,314.740754043515
2,"2003-05-08 19:00:00",2120,5.32016917024262,300.207904955041
2,"2003-05-08 20:00:00",32,2.31812424170923,188.921845732104
2,"2003-05-08 20:00:00",73,2.60967430918113,220.5932658011
2,"2003-05-08 20:00:00",158,2.42406683076189,233.482230311328
2,"2003-05-08 20:00:00",285,2.33,243.128450907618
2,"2003-05-08 20:00:00",457,2.36076258865647,271.331137165744
2,"2003-05-08 20:00:00",675,2.914875640572,299.215715318459
2,"2003-05-08 20:00:00",953,4.85202019781451,323.09922441154
2,"2003-05-08 20:00:00",1275,6.39203410504043,342.391241955801
2,"2003-05-08 20:00:00",1668,5.57355362403557,327.476409940969
2,"2003-05-08 20:00:00",2121,4.8382331485781,311.384560337331
2,"2003-05-08 21:00:00",32,2.31482180739685,189.937002352739
2,"2003-05-08 21:00:00",73,2.55501467706156,218.432006441292
2,"2003-05-08 21:00:00",158,2.16905509381389,236.964472809286
2,"2003-05-08 21:00:00",285,2.009601950636,253.71855277715
2,"2003-05-08 21:00:00",458,2.23707398178961,294.689445808509
2,"2003-05-08 21:00:00",676,3.24006172780705,322.580940609845
2,"2003-05-08 21:00:00",954,5.05949602233266,336.007584925433
2,"2003-05-08 21:00:00",1276,6.49278060618099,345.415918221024
2,"2003-05-08 21:00:00",1670,6.09926225046931,339.741696096556
2,"2003-05-08 21:00:00",2123,4.36790567663726,319.079965909238
2,"2003-05-08 22:00:00",32,2.14897650056951,193.435830703596
2,"2003-05-08 22:00:00",73,2.49721845259881,218.606875488807
2,"2003-05-08 22:00:00",157,1.8962067397834,243.617985158349
2,"2003-05-08 22:00:00",285,1.7401149387325,269.219131064044
2,"2003-05-08 22:00:00",457,2.29106961919537,315.168347764863
2,"2003-05-08 22:00:00",675,3.53012747645181,337.65090572339
2,"2003-05-08 22:00:00",953,4.86491520994971,342.682880136132
2,"2003-05-08 22:00:00",1275,6.34641631158877,348.777361849091
2,"2003-05-08 22:00:00",1669,6.17612337959662,349.131357221256
2,"2003-05-08 22:00:00",2121,3.67164813128927,321.219681940013
2,"2003-05-08 23:00:00",32,1.91637678967368,201.716116001832
2,"2003-05-08 23:00:00",73,2.34797785338789,223.904450696723
2,"2003-05-08 23:00:00",157,1.61789987329253,261.357687228892
2,"2003-05-08 23:00:00",284,1.69094648052503,295.0433909946
2,"2003-05-08 23:00:00",457,2.59886513693958,332.043265356073
2,"2003-05-08 23:00:00",675,3.83099203862394,347.25809148889
2,"2003-05-08 23:00:00",952,4.57450543774953,346.373590146451
2,"2003-05-08 23:00:00",1275,5.8966515922174,357.035582408253
2,"2003-05-08 23:00:00",1668,5.89383576289669,350.687217848835
2,"2003-05-08 23:00:00",2120,3.35,322.934129522036
2,"2003-05-09 00:00:00",32,1.5440207252495,216.522955415502
2,"2003-05-09 00:00:00",73,2.16092572755289,239.318691172794
2,"2003-05-09 00:00:00",157,1.63856644662339,299.061177868478
2,"2003-05-09 00:00:00",284,2.14946504972749,326.183434611151
2,"2003-05-09 00:00:00",456,3.19662321833525,345.649695594286
2,"2003-05-09 00:00:00",675,4.19109770823826,354.010017829946
2,"2003-05-09 00:00:00",952,4.44704396200442,350.579158188929
2,"2003-05-09 00:00:00",1274,5.36725255601038,4.83536653937347
2,"2003-05-09 00:00:00",1667,6.09338165553414,348.219696491564
2,"2003-05-09 00:00:00",2118,3.59477398455035,329.378134309626
2,"2003-05-09 01:00:00",32,1.00881118153994,252.005142915576
2,"2003-05-09 01:00:00",73,1.60224842018958,294.1690413836
2,"2003-05-09 01:00:00",156,2.63782107050497,348.841959332283
2,"2003-05-09 01:00:00",284,3.45244840656598,357.598549336868
2,"2003-05-09 01:00:00",456,4.25621897932895,3.33990456629897
2,"2003-05-09 01:00:00",674,4.75042103397162,5.55372389068407
2,"2003-05-09 01:00:00",951,4.73207142803234,1.93949678563308
2,"2003-05-09 01:00:00",1273,5.33970972993851,9.50204415518499
2,"2003-05-09 01:00:00",1666,6.55036640196562,354.241987159105
2,"2003-05-09 01:00:00",2117,3.63792523287656,338.5077047197
2,"2003-05-09 02:00:00",32,1.71679934762336,326.202040863975
2,"2003-05-09 02:00:00",73,3.08857572353342,355.488738080331
2,"2003-05-09 02:00:00",156,4.90926674769257,16.1860277540773
2,"2003-05-09 02:00:00",284,5.40120356957595,18.4551658492161
2,"2003-05-09 02:00:00",455,5.51530597519304,18.0656377962658
2,"2003-05-09 02:00:00",674,5.41365865196542,16.7507376962406
2,"2003-05-09 02:00:00",950,5.2461890930465,11.2200603679215
2,"2003-05-09 02:00:00",1273,6.01950994683122,10.6647192725268
2,"2003-05-09 02:00:00",1665,6.79982352712186,7.84182065213088
2,"2003-05-09 02:00:00",2116,3.38195209901027,344.341251989014
2,"2003-05-09 03:00:00",32,3.44095916860401,349.894123609578
2,"2003-05-09 03:00:00",73,5.15911814169825,13.5641022311171
2,"2003-05-09 03:00:00",156,6.77661419884591,31.9932175849485
2,"2003-05-09 03:00:00",283,6.64653293078429,32.7920327676844
2,"2003-05-09 03:00:00",455,5.90474385557917,25.4749632926943
2,"2003-05-09 03:00:00",673,5.35058875265143,18.5208973658017
2,"2003-05-09 03:00:00",950,5.54373520291148,8.21946327130257
2,"2003-05-09 03:00:00",1272,7.06770825657087,9.26992674826658
2,"2003-05-09 03:00:00",1664,6.59427782247609,17.6957701070154
2,"2003-05-09 03:00:00",2115,3.29971210865433,343.043947797952
2,"2003-05-09 04:00:00",32,4.79307834277722,11.5409018490149
2,"2003-05-09 04:00:00",73,6.63319681601564,27.7781665160227
2,"2003-05-09 04:00:00",156,8.27392289062449,45.9672515969432
2,"2003-05-09 04:00:00",282,7.32374903993849,43.0298453472993
2,"2003-05-09 04:00:00",454,6.0153969112603,27.4132183790308
2,"2003-05-09 04:00:00",672,5.56493486035551,15.4355978444112
2,"2003-05-09 04:00:00",948,6.89979709846601,6.39481221720132
2,"2003-05-09 04:00:00",1271,8.47502802355249,13.4611143928119
2,"2003-05-09 04:00:00",1663,6.17644719883527,24.495938754068
2,"2003-05-09 04:00:00",2113,3.36762527606621,332.768961324563
2,"2003-05-09 05:00:00",32,4.94,22.8353488349262
2,"2003-05-09 05:00:00",73,6.47074957018119,33.4734728569658
2,"2003-05-09 05:00:00",155,8.28481140400915,47.0897526557246
2,"2003-05-09 05:00:00",281,7.38610858300905,43.3220998581246
2,"2003-05-09 05:00:00",452,6.00097492079412,24.7279597131516
2,"2003-05-09 05:00:00",670,5.82073878472484,11.4252335487113
2,"2003-05-09 05:00:00",947,8.01207214146253,6.11266612958241
2,"2003-05-09 05:00:00",1269,9.09228244171946,12.0345680329397
2,"2003-05-09 05:00:00",1661,5.6849362353504,24.2987648250014
2,"2003-05-09 05:00:00",2111,3.7,325.594921095756
2,"2003-05-09 06:00:00",32,4.09206549312202,18.3024278852062
2,"2003-05-09 06:00:00",73,5.36003731330296,28.4940016381661
2,"2003-05-09 06:00:00",155,7.38664335134708,40.4140758878532
2,"2003-05-09 06:00:00",280,7.46836662195958,38.5063453574842
2,"2003-05-09 06:00:00",451,6.14857707116045,22.4845901619213
2,"2003-05-09 06:00:00",669,5.65305227288763,5.41544445240089
2,"2003-05-09 06:00:00",946,7.91364012323027,1.98197290566975
2,"2003-05-09 06:00:00",1267,9.23146792227542,3.09875056014926
2,"2003-05-09 06:00:00",1659,5.36492311221699,14.470413380397
2,"2003-05-09 06:00:00",2108,4.02836194997421,322.167110960554
2,"2003-05-09 07:00:00",32,3.65242385273122,16.2776101230208
2,"2003-05-09 07:00:00",73,5.01103781666034,29.738170049115
2,"2003-05-09 07:00:00",155,7.15069926650534,37.8660606905201
2,"2003-05-09 07:00:00",280,8.41005350755868,37.2699742394486
2,"2003-05-09 07:00:00",450,7.37499152541886,27.3996761211168
2,"2003-05-09 07:00:00",668,5.95309163376476,9.22178634508998
2,"2003-05-09 07:00:00",944,7.78301997941673,3.55650237377654
2,"2003-05-09 07:00:00",1266,8.91080804416749,1.01701205326418
2,"2003-05-09 07:00:00",1657,4.69669032404735,6.34925899544623
2,"2003-05-09 07:00:00",2106,4.80093740846514,317.850396894907
2,"2003-05-09 08:00:00",32,3.27649202654302,9.89678452379098
2,"2003-05-09 08:00:00",72,4.38563564378073,23.4475438835968
2,"2003-05-09 08:00:00",155,6.44906194729125,32.019926021417
2,"2003-05-09 08:00:00",279,8.82972819513715,35.0047598360131
2,"2003-05-09 08:00:00",449,8.73945078365912,27.594977562827
2,"2003-05-09 08:00:00",667,6.48077155900438,9.28941383288304
2,"2003-05-09 08:00:00",943,7.36010869484955,0.55741555420957
2,"2003-05-09 08:00:00",1264,8.31329657837371,356.516984084237
2,"2003-05-09 08:00:00",1656,4.51611558753759,352.512566680841
2,"2003-05-09 08:00:00",2104,5.3122688184993,320.154172173288
2,"2003-05-09 09:00:00",32,3.02238316564925,344.818182648392
2,"2003-05-09 09:00:00",72,4.13004842586621,359.476465799204
2,"2003-05-09 09:00:00",154,5.71052536987623,15.4543229721191
2,"2003-05-09 09:00:00",279,8.32281803237341,27.1440739364032
2,"2003-05-09 09:00:00",449,9.27920794033629,22.1096166094289
2,"2003-05-09 09:00:00",666,7.13763266076365,2.89277378408758
2,"2003-05-09 09:00:00",942,7.20573382800114,347.836179588895
2,"2003-05-09 09:00:00",1263,8.14734926218338,345.05519072707
2,"2003-05-09 09:00:00",1654,5.92868450838801,336.117837845291
2,"2003-05-09 09:00:00",2102,5.6868444677167,321.948068449231
2,"2003-05-09 10:00:00",32,3.57393340732588,340.331246939944
2,"2003-05-09 10:00:00",72,5.03953370858852,352.581954202645
2,"2003-05-09 10:00:00",154,6.65469758892168,6.88180524786776
2,"2003-05-09 10:00:00",279,8.91152063342727,20.8495023637104
2,"2003-05-09 10:00:00",449,9.94034707643551,17.7278051189255
2,"2003-05-09 10:00:00",666,8.00005624980225,359.53898115331
2,"2003-05-09 10:00:00",942,7.74162773581887,340.782901080293
2,"2003-05-09 10:00:00",1263,8.4639943289206,338.007092333043
2,"2003-05-09 10:00:00",1654,7.29937668571776,336.802864456489
2,"2003-05-09 10:00:00",2102,6.0605280298007,322.178829099674
2,"2003-05-09 11:00:00",32,4.24449054657918,345.311484796567
2,"2003-05-09 11:00:00",72,5.20499759846246,350.701765860343
2,"2003-05-09 11:00:00",155,7.67475081028694,2.25979289528857
2,"2003-05-09 11:00:00",279,10.0864760942561,15.9284650162035
2,"2003-05-09 11:00:00",449,10.3735866507202,9.7774307686521
2,"2003-05-09 11:00:00",666,8.92679673791221,352.749586471349
2,"2003-05-09 11:00:00",942,8.94471911241488,333.79702089374
2,"2003-05-09 11:00:00",1263,9.71670726120737,334.699756532602
2,"2003-05-09 11:00:00",1653,7.97213271339608,341.502710905083
2,"2003-05-09 11:00:00",2102,6.8006029144481,318.267842353264
1,"2003-05-07 18:50:17",419,15.9,180
1,"2003-05-07 18:50:17",515,20.6,180
1,"2003-05-07 18:50:17",612,22.4,184
1,"2003-05-07 18:50:17",708,22.4,192
1,"2003-05-07 18:50:17",804,22.1,198
1,"2003-05-07 18:50:17",900,21.6,204
1,"2003-05-07 18:50:17",997,19.9,206
